"","unicef_country","days_academic_break","days_fully_closed","days_fully_open","days_partially_closed","instruction_days","tracking_or_monitoring_of_student_learning","content_need_sensitive","Support_vulnerable","usage_of_remote_learning_platforms","parental_caregiver_support","curriculum_coverage","access_to_remote_learning","teacher_support","quality_remote_platform_content","date","c1_school_closing","c2_workplace_closing","c3_cancel_public_events","c4_restrictions_on_gatherings","c5_close_public_transport","c6_stay_at_home_requirements","c7_restrictions_on_internal_movement","c8_international_travel_controls","e1_income_support","e2_debt_contract_relief","e3_fiscal_measures","e4_international_support","h1_public_information_campaigns","h2_testing_policy","h3_contact_tracing","h4_emergency_investment_in_healthcare","h5_investment_in_vaccines","h6_facial_coverings","h7_vaccination_policy","h8_protection_of_elderly_people","confirmed_cases","confirmed_deaths","stringency_index","government_response_index","economic_support_index","DV_Edu_prior_index","category"
"308","South Sudan",1621,283,847,793,1621,2000,2000,2000,2,3000,3000,2000,2000,3000,20200815,3000,2000,2000,3000,2000,2000,1000,3000,1000,0,0,0,2000,1000,2000,0,0,3000,0,0,2488,47,81.48,61.98,25,30165,"high"
"309","South Sudan",1621,283,847,793,1621,2000,2000,2000,2,3000,3000,2000,2000,3000,20200915,3000,1000,2000,3000,1000,2000,1000,2000,1000,0,0,0,2000,1000,1000,0,0,3000,0,0,2592,49,69.44,52.08,25,30165,"high"
"310","South Sudan",1621,283,847,793,1621,2000,2000,2000,2,3000,3000,2000,2000,3000,20201015,2000,0,1000,3000,0,1000,0,2000,0,0,0,0,2000,NA,1000,0,0,3000,0,0,2807,55,41.67,31.25,0,29165,"high"
"311","South Sudan",1621,283,847,793,1621,2000,2000,2000,2,3000,3000,2000,2000,3000,20201115,2000,0,1000,3000,0,1000,0,2000,0,0,0,0,2000,1000,1000,0,0,3000,0,0,3003,59,41.67,33.33,0,29165,"high"
"312","South Sudan",1621,283,847,793,1621,2000,2000,2000,2,3000,3000,2000,2000,3000,20201215,1000,0,2000,2000,0,1000,1000,2000,0,0,0,0,2000,2000,2000,0,0,3000,NA,0,3222,62,46.3,41.15,0,28165,"high"
"313","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20200715,3000,2000,2000,4000,2000,2000,2000,4000,1000,2000,0,0,2000,1000,1000,0,0,1000,0,2000,837,18,86.11,68.75,75,18629,"low"
"314","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20200815,3000,2000,2000,4000,2000,2000,2000,4000,1000,2000,0,0,2000,2000,1000,0,0,4000,0,2000,2961,42,85.19,75,75,18629,"low"
"315","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20200915,3000,2000,2000,4000,0,2000,0,4000,1000,2000,0,0,2000,2000,1000,0,0,4000,0,2000,4625,95,70.37,66.67,75,18629,"low"
"316","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20201015,1000,2000,2000,4000,0,2000,0,2000,1000,2000,0,0,2000,2000,1000,0,0,4000,0,2000,5094,109,57.41,59.38,75,16629,"low"
"317","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20201115,1000,2000,2000,3000,0,2000,0,2000,1000,2000,0,0,2000,2000,1000,0,0,4000,0,2000,5274,114,54.63,57.81,75,16629,"low"
"318","Suriname",319,427,1039,1525,319,1000,1000,1000,1,1000,1000,1000,2000,2000,20201215,3000,2000,2000,3000,0,2000,0,3000,1000,2000,0,0,2000,2000,1000,0,0,4000,0,2000,5381,117,64.81,63.54,75,18629,"low"
"319","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20200715,2000,2000,2000,3000,1000,2000,2000,4000,0,1000,0,0,2000,2000,1000,0,0,0,0,0,1489,20,80.56,55.73,25,28763,"high"
"320","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20200815,2000,2000,2000,3000,1000,2000,2000,4000,0,1000,0,0,2000,2000,1000,0,0,0,0,0,3745,69,80.56,55.73,25,28763,"high"
"321","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20200915,2000,1000,2000,2000,1000,1000,1000,4000,0,1000,0,0,2000,2000,1000,0,0,4000,0,0,5128,101,64.81,53.13,25,28763,"high"
"322","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20201015,2000,1000,2000,2000,1000,1000,1000,2000,0,1000,0,0,2000,2000,1000,0,0,2000,0,0,5733,115,59.26,46.88,25,28763,"high"
"323","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20201115,2000,1000,1000,2000,0,1000,1000,2000,1000,1000,0,0,2000,2000,1000,0,0,3000,0,0,6095,119,48.15,45.31,50,28763,"high"
"324","Eswatini",1591,421,805,355,1591,1000,2000,2000,2,2000,3000,3000,3000,3000,20201215,2000,1000,1000,3000,0,1000,1000,2000,1000,1000,0,0,2000,2000,1000,0,0,2000,0,0,6912,132,50.93,45.31,50,28763,"high"
"325","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20200715,2000,2000,2000,2000,0,0,0,4000,1000,0,0,0,2000,1000,2000,0,0,3000,0,0,740,15,53.7,46.35,25,18167,"low"
"326","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20200815,2000,2000,2000,2000,0,0,0,2000,1000,0,0,0,2000,1000,2000,0,0,3000,0,0,1130,27,45.37,41.67,25,18167,"low"
"327","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20200915,2000,2000,1000,3000,0,1000,1000,1000,1000,0,0,0,2000,1000,1000,0,0,3000,0,0,1595,40,49.07,40.62,25,18167,"low"
"328","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20201015,2000,1000,1000,3000,1000,1000,2000,2000,1000,2000,0,0,2000,1000,1000,0,0,3000,0,0,1996,51,59.26,52.6,75,18167,"low"
"329","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20201115,1000,1000,1000,3000,1000,1000,2000,2000,1000,2000,0,0,2000,1000,1000,0,0,3000,0,0,2675,61,55.56,50.52,75,17167,"low"
"330","Togo",13,889,1021,1231,13,1000,1000,1000,2,1000,2000,2000,1000,2000,20201215,1000,2000,1000,3000,1000,2000,2000,2000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,3295,66,61.11,58.85,75,17167,"low"
"331","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20200715,1000,0,0,0,2000,0,2000,4000,0,0,0,0,1000,1000,0,0,0,1000,0,0,NA,NA,37.04,24.48,0,15249,"low"
"332","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20200815,1000,2000,2000,0,0,0,2000,4000,0,0,0,0,1000,1000,0,0,0,1000,0,0,NA,NA,47.22,30.21,0,15249,"low"
"333","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20200915,1000,2000,2000,0,0,0,2000,4000,0,1000,0,0,1000,1000,0,0,0,1000,0,0,NA,NA,47.22,33.33,25,15249,"low"
"334","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20201015,1000,3000,0,0,1000,0,2000,4000,0,1000,0,0,2000,0,0,0,0,3000,0,0,NA,NA,53.7,38.02,25,15249,"low"
"335","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20201115,1000,3000,2000,1000,2000,0,2000,4000,0,1000,0,0,2000,0,0,0,0,3000,0,0,NA,NA,73.15,48.96,25,15249,"low"
"336","Turkmenistan",367,1333,1657,1525,367,1000,1000,1000,1,1000,1000,1000,1000,1000,20201215,1000,3000,2000,1000,2000,0,2000,4000,0,1000,0,0,2000,0,0,0,0,3000,0,0,NA,NA,73.15,48.96,25,15249,"low"
"337","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20200715,2000,0,0,0,0,0,0,4000,2000,2000,0,0,2000,2000,2000,0,0,2000,0,0,24,0,29.63,42.71,100,27253,"high"
"338","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20200815,2000,0,0,0,0,0,0,4000,2000,0,0,0,2000,2000,2000,0,0,2000,0,0,25,0,29.63,36.46,50,27253,"high"
"339","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20200915,2000,0,0,0,0,0,0,4000,2000,0,0,0,2000,2000,2000,0,0,2000,0,0,27,0,29.63,36.46,50,27253,"high"
"340","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20201015,2000,0,1000,0,0,0,0,4000,1000,0,0,0,2000,1000,2000,0,0,2000,0,0,29,0,33.33,33.33,25,27253,"high"
"341","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20201115,1000,0,0,0,0,0,0,4000,1000,0,0,0,2000,1000,2000,0,0,3000,0,0,30,0,25.93,30.73,25,26253,"high"
"342","Timor-Leste",1615,853,1645,1525,1615,1000,2000,2000,NA,2000,2000,2000,1000,3000,20201215,1000,0,0,0,0,2000,0,2000,1000,0,0,0,2000,1000,2000,0,0,3000,0,0,31,0,27.78,31.77,25,26253,"high"
"343","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20200715,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"344","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20200815,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"345","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20200915,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"346","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20201015,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"347","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20201115,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"348","Tonga",1621,1309,1687,1525,1621,1000,1000,1000,2,2000,3000,2000,1000,2000,20201215,1000,0,1000,3000,0,2000,0,4000,0,0,0,0,2000,1000,1000,0,0,0,0,0,NA,NA,47.22,31.77,0,23763,"middle"
"349","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20200715,3000,1000,2000,3000,0,0,0,4000,2000,1000,0,0,2000,2000,2000,0,0,3000,0,1000,133,8,56.48,58.33,75,21537,"low"
"350","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20200815,3000,2000,2000,3000,0,0,0,4000,0,0,0,0,2000,2000,2000,0,0,3000,0,1000,497,10,60.19,51.04,0,21537,"low"
"351","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20200915,3000,2000,2000,4000,1000,1000,2000,4000,0,0,0,0,2000,1000,2000,0,0,4000,0,1000,3223,56,80.56,61.98,0,21537,"low"
"352","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20201015,3000,2000,2000,3000,1000,1000,0,4000,0,0,0,0,2000,1000,2000,0,0,4000,0,1000,5194,93,69.44,55.73,0,21537,"low"
"353","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20201115,3000,2000,2000,3000,1000,0,0,4000,0,0,0,0,2000,1000,2000,0,0,4000,0,1000,6080,112,65.74,53.65,0,21537,"low"
"354","Trinidad and Tobago",319,475,685,739,319,1000,2000,1000,2,2000,2000,2000,2000,2000,20201215,3000,2000,2000,4000,1000,0,0,4000,1000,0,0,0,2000,1000,2000,0,0,4000,0,1000,6900,123,68.52,56.77,12.5,21537,"low"
"355","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20200715,2000,0,0,0,0,0,0,3000,1000,2000,0,0,2000,1000,2000,0,0,0,0,0,1319,50,26.85,32.81,75,17201,"low"
"356","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20200815,2000,0,0,0,0,0,0,2000,1000,2000,0,0,2000,1000,2000,0,0,0,0,0,2023,54,24.07,31.25,75,17201,"low"
"357","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20200915,1000,0,0,0,0,0,0,3000,1000,2000,0,0,2000,1000,1000,0,0,3000,0,0,7623,123,23.15,32.29,75,16201,"low"
"358","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20201015,1000,1000,2000,4000,0,2000,0,3000,1000,2000,0,0,2000,1000,0,0,0,3000,0,2000,34790,512,54.63,50,75,16201,"low"
"359","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20201115,2000,1000,2000,4000,0,2000,2000,2000,1000,2000,0,0,2000,1000,1000,0,0,3000,0,2000,80404,2345,68.52,61.98,75,17201,"low"
"360","Tunisia",223,577,685,493,223,1000,2000,1000,2,1000,2000,1000,1000,2000,20201215,2000,1000,2000,4000,0,2000,2000,2000,1000,2000,0,0,2000,1000,1000,0,0,4000,0,2000,113241,3956,68.52,63.54,75,17201,"low"
"361","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20200715,3000,2000,2000,4000,2000,2000,2000,4000,0,1000,0,0,2000,1000,1000,0,0,4000,0,2000,1043,0,87.04,67.71,25,22001,"middle"
"362","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20200815,3000,2000,2000,4000,1000,2000,2000,2000,0,1000,0,0,2000,1000,2000,0,0,4000,0,2000,1434,13,81.48,67.71,25,22001,"middle"
"363","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20200915,3000,2000,2000,4000,1000,2000,2000,2000,0,2000,0,0,2000,1000,1000,0,0,3000,0,2000,5123,58,81.48,66.15,50,22001,"middle"
"364","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20201015,2000,2000,2000,4000,0,2000,2000,1000,0,2000,0,0,2000,1000,1000,0,0,4000,0,2000,10117,96,69.44,60.94,50,21001,"low"
"365","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20201115,2000,2000,1000,2000,0,2000,0,1000,0,0,0,0,2000,1000,1000,0,0,4000,0,2000,16020,145,45.37,40.1,0,21001,"low"
"366","Uganda",919,259,823,1081,919,1000,1000,2000,2,2000,2000,2000,1000,2000,20201215,2000,2000,1000,2000,0,2000,0,1000,0,0,0,0,2000,1000,1000,0,0,2000,0,2000,28168,225,47.22,38.28,0,21001,"low"
"367","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20200715,3000,1000,0,0,1000,1000,2000,1000,1000,1000,0,0,2000,2000,2000,0,0,3000,0,1000,56779,1444,41.67,45.31,37.5,25439,"high"
"368","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20200815,3000,2000,1000,2000,2000,1000,2000,1000,1000,1000,0,0,2000,2000,2000,0,0,3000,0,3000,91795,2076,57.87,57.55,37.5,25439,"high"
"369","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20200915,3000,2000,1000,2000,2000,1000,2000,4000,1000,1000,0,0,2000,2000,2000,0,0,3000,0,3000,163678,3326,64.35,61.2,37.5,25439,"high"
"370","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20201015,3000,2000,1000,2000,2000,1000,2000,2000,1000,1000,0,0,2000,3000,2000,0,0,3000,0,3000,289022,5443,58.8,60.16,37.5,25439,"high"
"371","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20201115,3000,2000,1000,3000,2000,1000,2000,2000,1000,1000,0,0,2000,3000,2000,0,0,3000,0,3000,551533,9904,61.57,61.72,37.5,25439,"high"
"372","Ukraine",523,487,1387,1519,523,2000,1000,1000,1,3000,3000,2000,2000,2000,20201215,3000,2000,1000,3000,2000,1000,2000,2000,1000,1000,0,0,2000,3000,2000,0,0,3000,0,3000,934161,16038,61.57,61.72,37.5,25439,"high"
"373","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20200715,1000,1000,2000,0,0,0,0,3000,1000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,1009,31,37.96,45.83,62.5,24825,"middle"
"374","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20200815,1000,1000,2000,0,0,0,0,3000,2000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,1434,38,37.96,48.96,87.5,24825,"middle"
"375","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20200915,1000,1000,1000,0,0,0,0,3000,2000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,1827,45,32.41,45.83,87.5,24825,"middle"
"376","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20201015,1000,1000,2000,2000,0,0,0,3000,2000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,2417,51,43.52,52.08,87.5,24825,"middle"
"377","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20201115,1000,1000,2000,2000,0,0,0,3000,2000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,4030,65,43.52,52.08,87.5,24825,"middle"
"378","Uruguay",91,1273,901,469,91,3000,3000,2000,3,2000,2000,3000,2000,2000,20201215,1000,2000,2000,3000,0,0,0,3000,2000,2000,0,0,2000,3000,1000,0,0,2000,0,2000,10418,98,50,55.73,87.5,24825,"middle"
"379","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20200715,3000,2000,2000,3000,1000,2000,1000,3000,1000,1000,0,0,2000,1000,2000,0,0,3000,0,3000,14581,71,71.3,64.84,50,29007,"high"
"380","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20200815,2000,2000,1000,3000,0,1000,0,3000,1000,1000,0,0,2000,1000,2000,0,0,3000,0,1000,34528,225,51.85,49.74,50,28007,"high"
"381","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20200915,2000,1000,1000,3000,0,1000,0,2000,1000,1000,0,0,2000,1000,2000,0,0,2000,0,1000,48429,402,43.52,44.27,50,28007,"high"
"382","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20201015,2000,1000,1000,3000,0,1000,0,2000,1000,1000,0,0,2000,1000,2000,0,0,2000,0,1000,62278,518,43.52,44.27,50,28007,"high"
"383","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20201115,1000,1000,1000,3000,0,1000,0,2000,1000,1000,0,0,2000,1000,2000,0,0,2000,0,1000,70243,598,39.81,42.19,50,27007,"high"
"384","Uzbekistan",115,865,1423,1489,115,2000,2000,3000,3,3000,3000,3000,2000,2000,20201215,1000,1000,1000,3000,0,1000,0,2000,1000,1000,0,0,2000,1000,2000,0,0,2000,0,1000,75241,612,39.81,42.19,50,27007,"high"
"385","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20200715,0,2000,0,0,0,0,0,4000,0,1000,0,0,2000,1000,1000,0,0,0,0,1000,0,0,29.63,27.08,25,18553,"low"
"386","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20200815,0,2000,0,0,0,0,0,4000,0,1000,0,0,2000,1000,1000,0,0,0,0,1000,0,0,29.63,27.08,25,18553,"low"
"387","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20200915,0,0,0,0,0,0,0,4000,0,1000,0,0,2000,1000,1000,0,0,0,0,1000,0,0,22.22,22.92,25,18553,"low"
"388","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20201015,0,0,0,0,0,0,0,4000,0,1000,0,0,2000,1000,1000,0,0,0,0,1000,0,0,22.22,22.92,25,18553,"low"
"389","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20201115,0,0,0,0,0,0,2000,4000,0,1000,0,0,2000,1000,2000,0,0,0,0,1000,1,0,30.56,30.73,25,18553,"low"
"390","Vanuatu",1543,1303,1681,1483,1543,1000,1000,1000,3,1000,2000,2000,1000,1000,20201215,0,0,0,0,0,0,2000,4000,0,1000,0,0,2000,1000,2000,0,0,0,0,0,1,0,30.56,28.65,25,18553,"low"
"391","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20200715,3000,1000,0,0,0,0,0,4000,0,0,0,0,1000,0,0,0,0,0,0,0,1526,433,31.48,17.71,0,18877,"low"
"392","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20200815,3000,1000,0,0,0,0,0,4000,0,0,0,0,1000,0,0,0,0,0,0,0,1858,528,31.48,17.71,0,18877,"low"
"393","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20200915,2000,1000,0,0,0,0,0,4000,0,0,0,0,1000,0,0,0,0,0,0,0,2016,583,27.78,15.62,0,17877,"low"
"394","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20201015,0,0,0,0,0,2000,2000,1000,0,0,0,0,1000,1000,1000,0,0,1000,0,2000,2053,596,25,23.96,0,15877,"low"
"395","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20201115,0,0,0,0,0,0,1000,1000,0,0,0,0,1000,1000,1000,0,0,1000,0,0,2068,603,13.89,14.58,0,15877,"low"
"396","Yemen",865,631,1387,1129,865,1000,1000,1000,1,1000,1000,1000,1000,2000,20201215,0,0,0,0,0,0,1000,2000,0,0,0,0,1000,1000,1000,0,0,1000,0,0,2085,606,16.67,16.15,0,15877,"low"
"397","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20200715,2000,2000,2000,3000,1000,2000,2000,4000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,311049,4453,80.56,78.12,75,25063,"middle"
"398","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20200815,2000,2000,2000,3000,0,2000,2000,4000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,583653,11677,75,75,75,25063,"middle"
"399","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20200915,2000,2000,2000,4000,0,2000,1000,4000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,651521,15641,72.22,73.44,75,25063,"middle"
"400","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20201015,1000,1000,1000,2000,0,2000,1000,3000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,698184,18309,50.93,61.46,75,24063,"middle"
"401","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20201115,0,1000,1000,2000,0,2000,0,1000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,751024,20241,36.11,53.12,75,23063,"middle"
"402","South Africa",907,865,1429,955,907,2000,2000,2000,1,1000,2000,2000,3000,2000,20201215,1000,1000,1000,2000,1000,2000,0,1000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,3000,873679,23661,45.37,58.33,75,24063,"middle"
"403","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20200715,2000,2000,1000,3000,0,0,1000,2000,0,1000,0,0,2000,1000,2000,0,0,3000,0,0,1895,42,50.93,44.79,25,23091,"middle"
"404","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20200815,2000,2000,1000,3000,0,0,1000,2000,0,1000,0,0,2000,1000,2000,0,0,3000,0,0,9186,260,50.93,44.79,25,23091,"middle"
"405","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20200915,1000,2000,1000,3000,0,0,1000,2000,0,1000,0,0,2000,1000,2000,0,0,3000,0,0,13819,324,47.22,42.71,25,22091,"middle"
"406","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20201015,1000,2000,1000,4000,0,1000,0,1000,0,1000,0,0,2000,1000,2000,0,0,3000,0,0,15659,346,45.37,41.67,25,22091,"middle"
"407","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20201115,1000,2000,1000,4000,0,1000,0,1000,0,1000,0,0,2000,1000,2000,0,0,3000,0,0,17123,353,45.37,41.67,25,22091,"middle"
"408","Zambia",319,1243,1363,847,319,1000,2000,2000,2,1000,3000,2000,2000,2000,20201215,2000,2000,1000,4000,0,1000,0,1000,0,1000,0,0,2000,3000,2000,0,0,3000,0,0,18428,368,49.07,47.92,25,23091,"middle"
"409","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20200715,2000,1000,2000,3000,1000,1000,2000,4000,1000,0,0,0,2000,1000,1000,0,0,4000,0,0,1089,20,73.15,55.73,25,20209,"low"
"410","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20200815,3000,1000,2000,3000,1000,2000,2000,4000,1000,0,0,0,2000,1000,1000,0,0,4000,0,0,5176,130,80.56,59.9,25,21209,"low"
"411","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20200915,2000,1000,2000,3000,1000,2000,2000,4000,1000,0,0,0,2000,1000,1000,0,0,3000,0,0,7576,224,76.85,56.25,25,20209,"low"
"412","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20201015,2000,1000,2000,3000,1000,2000,2000,2000,1000,0,0,0,2000,1000,1000,0,0,1000,0,0,8075,231,71.3,50,25,20209,"low"
"413","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20201115,1000,1000,2000,3000,1000,2000,2000,2000,1000,0,0,0,2000,1000,1000,0,0,3000,0,0,8829,257,67.59,51.04,25,19209,"low"
"414","Zimbabwe",451,445,907,955,451,2000,2000,1000,2,1000,2000,2000,1000,2000,20201215,1000,1000,2000,3000,1000,2000,2000,2000,1000,0,0,0,2000,1000,1000,0,0,3000,0,0,11522,310,67.59,51.04,25,19209,"low"
